domain,text,aspect,category,polarity,type
hotel,"my room was spotless ( despite what some reviewers have written )  , and while the bathroom was small , the shower itself was roomy , the hotel bath linens of very good quality and a working iron and ironing board in the closet .","['room', 'room', 'shower', 'bath linens', 'null']","['rooms#cleanliness', 'rooms#design_features', 'room_amenities#design_features', 'room_amenities#quality', 'room_amenities#design_features']","['positive', 'negative', 'positive', 'positive', 'positive']",mixed
hotel,"the young staff was very friendly and helpful , again .","['staff', 'staff']","['service#general', 'service#general']","['positive', 'positive']",explicit
hotel,our worker enjoy hot tub after hard working day .,['hot tub'],['room_amenities#general'],['positive'],explicit
hotel,they will not apologize or offer any remedy for you concerns .,none,['service#general'],['negative'],implicit
hotel,the rooms we nice and clean - nothing spectacular .,"['rooms', 'rooms', 'rooms']","['rooms#general', 'rooms#cleanliness', 'rooms#cleanliness']","['positive', 'positive', 'positive']",explicit
hotel,"all - inclusive , well worth paying the extra for , full marks we will be going back next year",none,"['hotel#prices', 'hotel#general']","['positive', 'positive']",implicit
hotel,i felt great beeing a low fare airline traveller i have been looking forward to a new concept in accomodation.,none,['null'],['null'],objective
hotel,the staff were all fantastic and very friendly .,"['staff', 'staff']","['service#general', 'service#general']","['positive', 'positive']",explicit
hotel,for an airport hotel - the sheraton is great !,['sheraton'],['hotel#general'],['positive'],explicit
hotel,we really enjoyed this hotel .,['hotel'],['hotel#general'],['positive'],explicit
hotel,"downstairs breakfast restaurant looks mediocre and expensive , though the night club looks intrguing .","['breakfast restaurant', 'breakfast restaurant']","['food_drinks#quality', 'food_drinks#prices']","['negative', 'negative']",explicit
hotel,"good hotel , good location stayed here for a few on nights on way to sydney in november 04 .","['hotel', 'location']","['hotel#general', 'location#general']","['positive', 'positive']",explicit
hotel,"location good hotel spotless breakfast great , rooms little small but never in em only to sleep .","['location', 'breakfast', 'rooms', 'hotel']","['location#general', 'food_drinks#quality', 'rooms#design_features', 'hotel#cleanliness']","['positive', 'positive', 'neutral', 'positive']",explicit
hotel,double check your reservation.,none,['null'],['null'],objective
hotel,this is a beautiful hotel - tonnes of character - also in a fantastic spot - right on union square with a cable care outside .,"['hotel', 'hotel']","['hotel#general', 'location#general']","['positive', 'positive']",explicit
hotel,beware local calls dialed through the hotel system are very inexpensive but by the telephone in the room are instructions to make international calls useing your credit card.,none,['null'],['null'],objective
hotel,"the location was great , walking distance to the side - streets of shibuya and the shibuya train station which has connections to many of the major tourist sights .","['location', 'location']","['location#general', 'location#general']","['positive', 'positive']",explicit
hotel,the bedrooms let the hotel down - there is obviously a variety of bedrooms .,['bedrooms'],['rooms#general'],['negative'],explicit
hotel,"50m from the cathedral , 200m from las ramblas , and 400m from plaza cataluyna which is the central arrival point of trains and buses from the airport .",none,"['location#general', 'location#general', 'location#general']","['positive', 'positive', 'positive']",implicit
hotel,this hotel was more than expected !  !  !,['hotel'],['hotel#general'],['positive'],explicit
hotel,its location is excellent too .,['location'],['location#general'],['positive'],explicit
hotel,the hotel ' s shower curtains were moldy and it was outof the way which made taking a taxi to and from the hotelnecessary .,['shower curtains'],['room_amenities#quality'],['negative'],explicit
hotel,the manager was quick to show me where the charge was buried in the website rather than to come to some agreement since this was a suprise .,none,['hotel#prices'],['negative'],implicit
hotel,"even better than the photos ! in addition to all the things other people say in their reviews aboutthe pool , drinks , food , luxury room etc , i especially liked the beautiful design of the resort and lovely touches like the wonderful selection of colourful plants and flowers , parrots , flamingos , fish etc .","['resort', 'resort']","['hotel#design_features', 'hotel#design_features']","['positive', 'positive']",explicit
hotel,this is a fantastic hotel,['hotel'],['hotel#general'],['positive'],explicit
hotel,don ' t forget to hit the casinoyou ' ll love it !,none,['facilities#design_features'],['positive'],implicit
hotel,"the staff were very helpful, and knowledgeable about barcelona and where to go.",none,['null'],['null'],objective
hotel,all rooms are suites and even the smallest is great for two people or the business treaveler .,"['rooms', 'suites']","['rooms#general', 'rooms#general']","['positive', 'positive']",explicit
hotel,the staff were great and they worked really hard and long hours and always smiled .,['staff'],['service#general'],['positive'],explicit
hotel,the room was above average in size for europe and the amenities were above average also...,none,['null'],['null'],objective
hotel,great experience great area great experience .,none,"['hotel#general', 'location#general']","['positive', 'positive']",implicit
hotel,and it really was as close to perfect as any stay can be .,none,['hotel#general'],['positive'],implicit
hotel,great hotel,['hotel'],['hotel#general'],['positive'],explicit
hotel,the one down side for myself was that we used it as a base and didn ' t get to appreciate the facilities .,['facilities'],['facilities#general'],['negative'],explicit
hotel,"the steps up to reception look daunting , but it adds to the authenticity of the building in my view .",none,['hotel#design_features'],['negative'],implicit
hotel,average .  .  !  !  !  !,none,['hotel#general'],['neutral'],implicit
hotel,amazing what an amazing place .,none,"['hotel#general', 'hotel#general']","['positive', 'positive']",implicit
hotel,"do not believe the flood of positive comments posted here (funny most of them showed up in the first week of august and are from ca, it seems to me the hotel employees had some spare time to post .",none,['null'],['null'],objective
hotel,same price range .,none,['hotel#prices'],['positive'],implicit
hotel,i can say this hotel is on everage quality and i will return only if i could be able to find a very .  .  . very .  .  . good price .  .  .,['hotel'],['hotel#quality'],['neutral'],explicit
hotel,"the service , rooms , and food are first class and the location couldn ' t be better !","['service', 'rooms', 'food', 'location']","['service#general', 'rooms#quality', 'food_drinks#quality', 'location#general']","['positive', 'positive', 'positive', 'positive']",explicit
hotel,we had a very nice clean room with plenty of towels for our family of four .,"['room', 'room']","['rooms#general', 'rooms#cleanliness']","['positive', 'positive']",explicit
hotel,i rented a room that had a bathroom .,['room'],['rooms#design_features'],['positive'],explicit
hotel,the facilities are very good for a 2,['facilities'],['facilities#general'],['positive'],explicit
hotel,"we had the normal 2-person chamber, but there was nothing normal to it.",none,['null'],['null'],objective
hotel,the room is nice but it is dusty .,"['room', 'room']","['rooms#general', 'rooms#cleanliness']","['positive', 'negative']",explicit
hotel,the hotel is in a great location for exploring amsterdam and steps away from bars/restaurants/shopping and grocery...,none,['null'],['null'],objective
hotel,you know it's bad when you sneeze and,none,['null'],['null'],objective
hotel,"lex  3rd was excellent - close to drug stores , supermarkets  corner stores",none,['location#general'],['positive'],implicit
hotel,"i ' d never stayed in a drury hotel , and now i wouldn ' t want to stay anywhere else .",['drury'],['hotel#general'],['positive'],explicit
hotel,the room was very comfortable with a great shower ( dual shower heads !  !,"['room', 'shower']","['rooms#comfort', 'room_amenities#general']","['positive', 'positive']",explicit
hotel,"the room we had was well furnished and clean , but it was small with no view ; however , we were not paying a top rack rate and had no plans to spend much time in the room anyway .","['room', 'room', 'room', 'room']","['rooms#general', 'rooms#cleanliness', 'rooms#design_features', 'rooms#design_features']","['positive', 'positive', 'negative', 'negative']",explicit
