dataset,domain,sentence,aspect,category,type,source_dataset,language
acos,laptops,the bluetooth connects easily to everything .,bluetooth, multimedia_devices connectivity,explicit,acos,English
acos,laptops,it boots in seconds although i usually just leave it on constantly .,boots, laptop operation_performance,explicit,acos,English
acos,laptops,"- the battery life is excellent ( i get 6 - 8 hours of normal university student usage out of it ) and even when i  m using it , it charges as fast as my phone .",battery life, battery operation_performance,explicit,acos,English
acos,laptops,"however , other than video calls it does really well .",NULL, laptop general,implicit,acos,English
acos,laptops,- the spacebar is finicky .,spacebar, keyboard design_features,explicit,acos,English
acos,laptops,the chromebook has instant connection and a hugely impressive 8 - hour battery life when left on .,chromebook, laptop connectivity,explicit,acos,English
acos,laptops,i just got it today and i love it !,NULL, laptop general,implicit,acos,English
acos,laptops,"if you are in the google echo system , then this is great .",google echo system, software general,explicit,acos,English
acos,laptops,works great !,NULL, laptop general,implicit,acos,English
acos,laptops,he loves it .,NULL, laptop general,implicit,acos,English
acos,laptops,"a great chromebook at a very reasonable price , includes the google play store .",chromebook, laptop general,explicit,acos,English
acos,laptops,"that being said , my son loves it .",NULL, laptop general,implicit,acos,English
acos,laptops,"this is a functional laptop , perfect for work and casual internet browsing .",laptop, laptop operation_performance,explicit,acos,English
acos,laptops,"great computer and great value , our second chromebook and first one still doing fine just needed another for family .",computer, laptop general,explicit,acos,English
acos,laptops,i wanted an inexpensive chromebook and this fit the bill .,chromebook, laptop price,explicit,acos,English
acos,laptops,set up is take out of box and open cover .,set up, laptop usability,explicit,acos,English
acos,laptops,works great .,NULL, laptop operation_performance,implicit,acos,English
acos,laptops,"i loved mine , so i got her the same one .",NULL, laptop general,implicit,acos,English
acos,laptops,can  t really find a viewing angle where all of it looks right at the same time .,NULL, display operation_performance,implicit,acos,English
acos,laptops,very easy to set up .,set up, laptop usability,explicit,acos,English
acos,laptops,the chromebook was packaged well and we saw no defects ( ours was used ) .,chromebook, shipping quality,explicit,acos,English
acos,laptops,it is a basic little laptop and i love it .,laptop, laptop general,explicit,acos,English
acos,laptops,"the battery life is incredible and literally lasts all day , not to mention it charges to 100 % in about an hour and a half .",battery life, battery operation_performance,explicit,acos,English
acos,laptops,linux is a fairly light os depending on the distro you use .,linux, os design_features,explicit,acos,English
acos,laptops,there is a lot of  bang for your buck  in the lenovo ideapad 320 .,lenovo ideapad 320, laptop general,explicit,acos,English
acos,laptops,low rpm hdd .,hdd, hard_disc operation_performance,explicit,acos,English
acos,laptops,my only fair complaint is that it occasionally restarts itself without warning ( usually no more than once every day or two ) .,NULL, laptop operation_performance,implicit,acos,English
acos,laptops,excellent laptop good speed on uploads and download .,laptop, laptop general,explicit,acos,English
acos,laptops,love the screen resolution .,screen resolution, display operation_performance,explicit,acos,English
acos,laptops,a good product !,product, laptop general,explicit,acos,English
acos,laptops,thanks for the good quality !,NULL, laptop quality,implicit,acos,English
acos,laptops,light thin best price power laptop,laptop, laptop design_features,explicit,acos,English
acos,laptops,love this so much !,NULL, laptop general,implicit,acos,English
acos,laptops,"at a ` ` black friday ` ` price , this computers specs could not be beat for the value to dollar performance ratio .",computers specs, laptop price,explicit,acos,English
acos,laptops,"overall , this was a good buy and i still love my purchase nonetheless .",NULL, laptop general,implicit,acos,English
acos,laptops,"i  m using it mainly to store movies , and the 1 tb drive is nice .",drive, hard_disc general,explicit,acos,English
acos,laptops,nice keyboard .,keyboard, keyboard general,explicit,acos,English
acos,laptops,i have always loved loved the kindles .,kindles, laptop general,explicit,acos,English
acos,laptops,my only complaint is that the mouse keypad is a little big .,mouse keypad, mouse design_features,explicit,acos,English
acos,laptops,"so , i have had this laptop for almost a week and have put it through the ringer .",laptop, laptop general,explicit,acos,English
acos,laptops,only thing i really didn  t like about this was how quickly the battery drained .,battery, battery operation_performance,explicit,acos,English
acos,laptops,i have n  t used it much for gaming but i imagine it works fine .,NULL, laptop operation_performance,implicit,acos,English
acos,laptops,my kids have played roblox and minecraft on it along with fortnite so i think it can handle online gaming pretty good .,NULL, laptop operation_performance,implicit,acos,English
acos,laptops,if you  re big on aesthetics then you  ll love the look .,look, laptop design_features,explicit,acos,English
acos,laptops,i will never use another microsoft program as long as i live .,microsoft program, software general,explicit,acos,English
acos,laptops,just a home pc laptop that works very well .,home pc laptop, laptop operation_performance,explicit,acos,English
acos,laptops,"it has a full size keyboard , a number pad , a camera , and great big screen !",keyboard, keyboard design_features,explicit,acos,English
acos,laptops,this is just perfect .,NULL, laptop general,implicit,acos,English
acos,laptops,very happy with this laptop although not a fan of windows 10 .,laptop, laptop general,explicit,acos,English
acos,laptops,navigates well .,navigates, out_of_scope general,explicit,acos,English
